{   'action_dim': 6,
    'alpha': 0.7,
#Games: 5797 #Frames: 5797000  Train_Max: 13843.21  Test_Score: 13640.23  Avg: 13607.23  ENV:  HalfCheetah-v2  DDPG Reward: 13784.96  PG Loss: -1343.4471

#Games: 5808 #Frames: 5808000  Train_Max: 13886.45  Test_Score: 13473.52  Avg: 13617.19  ENV:  HalfCheetah-v2  DDPG Reward: 14137.99  PG Loss: -1343.6882

Progress Saved
#Games: 5819 #Frames: 5819000  Train_Max: 13689.32  Test_Score: 13620.46  Avg: 13619.24  ENV:  HalfCheetah-v2  DDPG Reward: 14083.63  PG Loss: -1344.8541

Sync from RL --> Nevo
#Games: 5830 #Frames: 5830000  Train_Max: 13544.66  Test_Score: 13310.12  Avg: 13626.42  ENV:  HalfCheetah-v2  DDPG Reward: 14083.80  PG Loss: -1345.1433

#Games: 5841 #Frames: 5841000  Train_Max: 14102.73  Test_Score: 14061.61  Avg: 13609.71  ENV:  HalfCheetah-v2  DDPG Reward: 14027.92  PG Loss: -1345.9437

#Games: 5852 #Frames: 5852000  Train_Max: 14071.88  Test_Score: 14067.29  Avg: 13644.76  ENV:  HalfCheetah-v2  DDPG Reward: 14268.60  PG Loss: -1345.5813

#Games: 5863 #Frames: 5863000  Train_Max: 14073.29  Test_Score: 13958.17  Avg: 13682.92  ENV:  HalfCheetah-v2  DDPG Reward: 13804.81  PG Loss: -1348.5222

#Games: 5874 #Frames: 5874000  Train_Max: 14101.58  Test_Score: 14074.00  Avg: 13713.92  ENV:  HalfCheetah-v2  DDPG Reward: 14111.81  PG Loss: -1347.8717

#Games: 5885 #Frames: 5885000  Train_Max: 14101.05  Test_Score: 14072.02  Avg: 13750.26  ENV:  HalfCheetah-v2  DDPG Reward: 13863.73  PG Loss: -1349.1349

#Games: 5896 #Frames: 5896000  Train_Max: 14061.91  Test_Score: 14072.02  Avg: 13794.18  ENV:  HalfCheetah-v2  DDPG Reward: 13842.61  PG Loss: -1347.8848

#Games: 5907 #Frames: 5907000  Train_Max: 13925.24  Test_Score: 14109.40  Avg: 13834.94  ENV:  HalfCheetah-v2  DDPG Reward: 13885.34  PG Loss: -1348.3553

#Games: 5918 #Frames: 5918000  Train_Max: 13915.47  Test_Score: 14086.21  Avg: 13881.86  ENV:  HalfCheetah-v2  DDPG Reward: 13944.09  PG Loss: -1349.0365

#Games: 5929 #Frames: 5929000  Train_Max: 13985.02  Test_Score: 14075.29  Avg: 13943.13  ENV:  HalfCheetah-v2  DDPG Reward: 14123.13  PG Loss: -1349.2668

Sync from RL --> Nevo
#Games: 5940 #Frames: 5940000  Train_Max: 14101.73  Test_Score: 14064.44  Avg: 13988.61  ENV:  HalfCheetah-v2  DDPG Reward: 13787.51  PG Loss: -1349.4037

#Games: 5951 #Frames: 5951000  Train_Max: 14046.04  Test_Score: 14030.92  Avg: 14064.04  ENV:  HalfCheetah-v2  DDPG Reward: 14099.90  PG Loss: -1348.5244

#Games: 5962 #Frames: 5962000  Train_Max: 14077.80  Test_Score: 14037.15  Avg: 14060.98  ENV:  HalfCheetah-v2  DDPG Reward: 14070.45  PG Loss: -1347.6348

#Games: 5973 #Frames: 5973000  Train_Max: 14139.84  Test_Score: 14036.97  Avg: 14057.96  ENV:  HalfCheetah-v2  DDPG Reward: 14110.23  PG Loss: -1347.2584

#Games: 5984 #Frames: 5984000  Train_Max: 14038.53  Test_Score: 14023.56  Avg: 14065.84  ENV:  HalfCheetah-v2  DDPG Reward: 14077.69  PG Loss: -1347.5989

#Games: 5995 #Frames: 5995000  Train_Max: 14105.77  Test_Score: 14055.82  Avg: 14060.80  ENV:  HalfCheetah-v2  DDPG Reward: 13940.50  PG Loss: -1349.4724

#Games: 6006 #Frames: 6006000  Train_Max: 14067.54  Test_Score: 14050.88  Avg: 14059.18  ENV:  HalfCheetah-v2  DDPG Reward: 14216.63  PG Loss: -1350.3074

Progress Saved
Traceback (most recent call last):
  File "/data1/qxx/RL/pderl-master/run_pderl.py", line 8, in <module>
    from tensorboardX import SummaryWriter
ModuleNotFoundError: No module named 'tensorboardX'
/home/qxx/anaconda3/envs/NDeepRL/lib/python3.9/site-packages/gym/envs/registration.py:14: PkgResourcesDeprecationWarning: Parameters to load are deprecated.  Call .resolve and .require separately.
  result = entry_point.load(False)
[33mWARN: gym.spaces.Box autodetected dtype as <class 'numpy.float32'>. Please provide explicit dtype.[0m
[33mWARN: gym.spaces.Box autodetected dtype as <class 'numpy.float32'>. Please provide explicit dtype.[0m
{   'action_dim': 6,
    'alpha': 0.7,
    'batch_size': 128,
    'beta_zero': 0.5,
    'buffer_size': 1000000,
    'crossover_prob': 0.0,
    'device': device(type='cuda'),
    'distil': True,
    'distil_type': 'fitness',
    'elite_fraction': 0.2,
    'env_name': 'Walker2d-v2',
    'frac_frames_train': 1.0,
    'gamma': 0.99,
    'individual_bs': 8000,
    'learn_start': 15627.0,
    'ls': 128,
    'mutation_batch_size': 256,
    'mutation_mag': 0.05,
    'mutation_noise': False,
    'mutation_prob': 0.9,
    'next_save': 200,
    'ns': False,
    'ns_epochs': 10,
    'num_evals': 5,
    'num_frames': 6000000,
    'opstat': False,
    'opstat_freq': 1,
    'per': False,
    'pop_size': 10,
    'proximal_mut': True,
    'render': False,
    'replace_old': True,
    'rl_to_ea_synch_period': 1,
    'save_foldername': './Tensorboard-Walker2D-v2',
    'save_periodic': False,
    'seed': 7,
    'state_dim': 17,
    'tau': 0.001,
    'test_operators': False,
    'total_steps': 6000000,
    'use_done_mask': True,
    'use_ln': True,
    'verbose_crossover': False,
    'verbose_mut': False}
Running Walker2d-v2  State_dim: 17  Action_dim: 6
Sync from RL --> Nevo
#Games: 51 #Frames: 2330  Train_Max: 59.31  Test_Score: 49.92  Avg: 0.00  ENV:  Walker2d-v2  DDPG Reward: 4.88  PG Loss: -1.5655

Sync from RL --> Nevo
#Games: 102 #Frames: 5738  Train_Max: 98.15  Test_Score: 87.14  Avg: 49.92  ENV:  Walker2d-v2  DDPG Reward: 59.95  PG Loss: -3.9745

Sync from RL --> Nevo
#Games: 153 #Frames: 9233  Train_Max: 102.65  Test_Score: 138.70  Avg: 68.53  ENV:  Walker2d-v2  DDPG Reward: 331.92  PG Loss: -8.1374

Sync from RL --> Nevo
#Games: 204 #Frames: 13796  Train_Max: 328.76  Test_Score: 335.52  Avg: 91.92  ENV:  Walker2d-v2  DDPG Reward: 236.42  PG Loss: -14.8638

Progress Saved
Sync from RL --> Nevo
#Games: 255 #Frames: 22918  Train_Max: 405.65  Test_Score: 110.50  Avg: 152.82  ENV:  Walker2d-v2  DDPG Reward: -13.02  PG Loss: -25.5356

Sync from RL --> Nevo
#Games: 306 #Frames: 32946  Train_Max: 308.28  Test_Score: 119.58  Avg: 144.36  ENV:  Walker2d-v2  DDPG Reward: 250.07  PG Loss: -41.7845

Sync from RL --> Nevo
#Games: 357 #Frames: 42162  Train_Max: 348.07  Test_Score: 341.57  Avg: 140.23  ENV:  Walker2d-v2  DDPG Reward: -2.38  PG Loss: -59.3935

Sync from RL --> Nevo
#Games: 408 #Frames: 50137  Train_Max: 357.10  Test_Score: 329.08  Avg: 168.99  ENV:  Walker2d-v2  DDPG Reward: 152.22  PG Loss: -76.7759

Progress Saved
Sync from RL --> Nevo
#Games: 459 #Frames: 59871  Train_Max: 346.30  Test_Score: 502.75  Avg: 189.00  ENV:  Walker2d-v2  DDPG Reward: 71.62  PG Loss: -95.6893

Sync from RL --> Nevo
#Games: 510 #Frames: 69110  Train_Max: 366.33  Test_Score: 203.05  Avg: 223.86  ENV:  Walker2d-v2  DDPG Reward: 118.38  PG Loss: -118.1301

Sync from RL --> Nevo
#Games: 561 #Frames: 78287  Train_Max: 379.33  Test_Score: 363.26  Avg: 221.78  ENV:  Walker2d-v2  DDPG Reward: 361.15  PG Loss: -135.1137

Sync from RL --> Nevo
#Games: 612 #Frames: 88744  Train_Max: 478.39  Test_Score: 342.28  Avg: 253.12  ENV:  Walker2d-v2  DDPG Reward: 197.29  PG Loss: -150.1573

Progress Saved
Sync from RL --> Nevo
#Games: 663 #Frames: 100204  Train_Max: 362.82  Test_Score: 345.32  Avg: 278.63  ENV:  Walker2d-v2  DDPG Reward: 206.13  PG Loss: -162.8053

Sync from RL --> Nevo
#Games: 714 #Frames: 111279  Train_Max: 565.57  Test_Score: 523.89  Avg: 299.29  ENV:  Walker2d-v2  DDPG Reward: 82.89  PG Loss: -175.6766

Sync from RL --> Nevo
#Games: 765 #Frames: 123414  Train_Max: 626.31  Test_Score: 563.19  Avg: 318.13  ENV:  Walker2d-v2  DDPG Reward: 213.47  PG Loss: -189.2145

Sync from RL --> Nevo
#Games: 816 #Frames: 139388  Train_Max: 593.58  Test_Score: 543.52  Avg: 363.40  ENV:  Walker2d-v2  DDPG Reward: 15.18  PG Loss: -202.2189

Progress Saved
Sync from RL --> Nevo
#Games: 867 #Frames: 152246  Train_Max: 700.56  Test_Score: 780.06  Avg: 405.79  ENV:  Walker2d-v2  DDPG Reward: 192.15  PG Loss: -214.6447

Sync from RL --> Nevo
#Games: 918 #Frames: 163042  Train_Max: 546.98  Test_Score: 513.40  Avg: 449.64  ENV:  Walker2d-v2  DDPG Reward: 20.36  PG Loss: -224.2588

Sync from RL --> Nevo
#Games: 969 #Frames: 176007  Train_Max: 749.50  Test_Score: 718.64  Avg: 468.07  ENV:  Walker2d-v2  DDPG Reward: -5.85  PG Loss: -230.6618

Sync from RL --> Nevo
#Games: 1020 #Frames: 188609  Train_Max: 778.81  Test_Score: 487.12  Avg: 489.66  ENV:  Walker2d-v2  DDPG Reward: 223.78  PG Loss: -237.8542

Progress Saved
Sync from RL --> Nevo
#Games: 1071 #Frames: 206966  Train_Max: 748.86  Test_Score: 518.05  Avg: 518.07  ENV:  Walker2d-v2  DDPG Reward: 98.64  PG Loss: -250.5201

Sync from RL --> Nevo
#Games: 1122 #Frames: 227529  Train_Max: 779.52  Test_Score: 905.13  Avg: 533.55  ENV:  Walker2d-v2  DDPG Reward: 516.46  PG Loss: -264.0213

Sync from RL --> Nevo
#Games: 1173 #Frames: 250018  Train_Max: 779.54  Test_Score: 700.44  Avg: 589.83  ENV:  Walker2d-v2  DDPG Reward: 172.16  PG Loss: -276.9547

Sync from RL --> Nevo
#Games: 1224 #Frames: 269953  Train_Max: 817.25  Test_Score: 769.29  Avg: 625.35  ENV:  Walker2d-v2  DDPG Reward: 443.61  PG Loss: -282.7785

Progress Saved
Sync from RL --> Nevo
#Games: 1275 #Frames: 289652  Train_Max: 774.41  Test_Score: 528.78  Avg: 649.89  ENV:  Walker2d-v2  DDPG Reward: 443.81  PG Loss: -294.9254

Sync from RL --> Nevo
#Games: 1326 #Frames: 311019  Train_Max: 868.32  Test_Score: 869.49  Avg: 646.44  ENV:  Walker2d-v2  DDPG Reward: -9.79  PG Loss: -295.8706

Sync from RL --> Nevo
#Games: 1377 #Frames: 328258  Train_Max: 761.12  Test_Score: 876.29  Avg: 679.04  ENV:  Walker2d-v2  DDPG Reward: 24.10  PG Loss: -298.5464

Sync from RL --> Nevo
#Games: 1428 #Frames: 352303  Train_Max: 802.16  Test_Score: 577.66  Avg: 688.67  ENV:  Walker2d-v2  DDPG Reward: 171.32  PG Loss: -303.9076

Progress Saved
Sync from RL --> Nevo
#Games: 1479 #Frames: 367969  Train_Max: 661.16  Test_Score: 433.30  Avg: 695.09  ENV:  Walker2d-v2  DDPG Reward: 311.24  PG Loss: -305.1209

Sync from RL --> Nevo
#Games: 1530 #Frames: 381944  Train_Max: 608.14  Test_Score: 943.86  Avg: 666.56  ENV:  Walker2d-v2  DDPG Reward: 373.90  PG Loss: -308.1058

Sync from RL --> Nevo
#Games: 1581 #Frames: 396104  Train_Max: 553.52  Test_Score: 581.67  Avg: 712.23  ENV:  Walker2d-v2  DDPG Reward: 379.12  PG Loss: -306.8802

Sync from RL --> Nevo
#Games: 1632 #Frames: 412689  Train_Max: 508.30  Test_Score: 348.40  Avg: 718.59  ENV:  Walker2d-v2  DDPG Reward: 148.75  PG Loss: -315.2019

Progress Saved
Sync from RL --> Nevo
#Games: 1683 #Frames: 426872  Train_Max: 579.15  Test_Score: 448.52  Avg: 662.92  ENV:  Walker2d-v2  DDPG Reward: 317.35  PG Loss: -337.5534

Sync from RL --> Nevo
#Games: 1734 #Frames: 446950  Train_Max: 709.55  Test_Score: 522.47  Avg: 637.73  ENV:  Walker2d-v2  DDPG Reward: 287.77  PG Loss: -353.7759

Sync from RL --> Nevo
#Games: 1785 #Frames: 459529  Train_Max: 594.05  Test_Score: 512.79  Avg: 613.04  ENV:  Walker2d-v2  DDPG Reward: 225.30  PG Loss: -355.5894

Sync from RL --> Nevo
#Games: 1836 #Frames: 472208  Train_Max: 530.95  Test_Score: 726.02  Avg: 611.45  ENV:  Walker2d-v2  DDPG Reward: 332.89  PG Loss: -361.0086

Progress Saved
Sync from RL --> Nevo
#Games: 1887 #Frames: 489252  Train_Max: 639.96  Test_Score: 619.93  Avg: 597.10  ENV:  Walker2d-v2  DDPG Reward: 400.42  PG Loss: -395.4900

Sync from RL --> Nevo
#Games: 1938 #Frames: 513318  Train_Max: 773.15  Test_Score: 658.53  Avg: 571.46  ENV:  Walker2d-v2  DDPG Reward: 974.30  PG Loss: -414.6849

Sync from RL --> Nevo
#Games: 1989 #Frames: 535072  Train_Max: 900.27  Test_Score: 876.69  Avg: 579.55  ENV:  Walker2d-v2  DDPG Reward: 453.87  PG Loss: -412.2734

Sync from RL --> Nevo
#Games: 2040 #Frames: 555962  Train_Max: 957.61  Test_Score: 939.20  Avg: 623.89  ENV:  Walker2d-v2  DDPG Reward: 253.21  PG Loss: -401.0698

Progress Saved
Sync from RL --> Nevo
#Games: 2091 #Frames: 588097  Train_Max: 953.12  Test_Score: 952.40  Avg: 623.42  ENV:  Walker2d-v2  DDPG Reward: 63.37  PG Loss: -378.2415

Sync from RL --> Nevo
#Games: 2142 #Frames: 609046  Train_Max: 944.43  Test_Score: 951.01  Avg: 660.49  ENV:  Walker2d-v2  DDPG Reward: 269.44  PG Loss: -359.2628

Sync from RL --> Nevo
#Games: 2193 #Frames: 634120  Train_Max: 969.74  Test_Score: 941.06  Avg: 720.76  ENV:  Walker2d-v2  DDPG Reward: 444.59  PG Loss: -363.1346

Sync from RL --> Nevo
#Games: 2244 #Frames: 668554  Train_Max: 999.01  Test_Score: 971.83  Avg: 770.01  ENV:  Walker2d-v2  DDPG Reward: 648.53  PG Loss: -369.1957

Progress Saved
Sync from RL --> Nevo
#Games: 2295 #Frames: 701421  Train_Max: 984.15  Test_Score: 982.88  Avg: 814.95  ENV:  Walker2d-v2  DDPG Reward: 319.24  PG Loss: -364.1641

Sync from RL --> Nevo
#Games: 2346 #Frames: 743714  Train_Max: 992.93  Test_Score: 992.53  Avg: 861.96  ENV:  Walker2d-v2  DDPG Reward: 434.45  PG Loss: -367.7072

Sync from RL --> Nevo
#Games: 2397 #Frames: 787639  Train_Max: 989.98  Test_Score: 967.36  Avg: 888.61  ENV:  Walker2d-v2  DDPG Reward: 384.97  PG Loss: -339.1269

Sync from RL --> Nevo
#Games: 2448 #Frames: 822350  Train_Max: 990.33  Test_Score: 868.84  Avg: 923.35  ENV:  Walker2d-v2  DDPG Reward: 449.07  PG Loss: -320.1961

Progress Saved
Sync from RL --> Nevo
#Games: 2499 #Frames: 853829  Train_Max: 975.31  Test_Score: 977.28  Avg: 944.38  ENV:  Walker2d-v2  DDPG Reward: 312.55  PG Loss: -314.0936

Sync from RL --> Nevo
#Games: 2550 #Frames: 887964  Train_Max: 1005.94  Test_Score: 1047.30  Avg: 954.44  ENV:  Walker2d-v2  DDPG Reward: 439.39  PG Loss: -321.0714

Sync from RL --> Nevo
#Games: 2601 #Frames: 924018  Train_Max: 1049.01  Test_Score: 1080.72  Avg: 965.25  ENV:  Walker2d-v2  DDPG Reward: 410.37  PG Loss: -301.3094

Progress Saved
Sync from RL --> Nevo
#Games: 2652 #Frames: 961098  Train_Max: 1019.39  Test_Score: 1039.36  Avg: 978.08  ENV:  Walker2d-v2  DDPG Reward: 522.55  PG Loss: -288.5767

Sync from RL --> Nevo
#Games: 2703 #Frames: 995117  Train_Max: 1066.42  Test_Score: 1008.21  Avg: 986.92  ENV:  Walker2d-v2  DDPG Reward: 461.93  PG Loss: -286.2451

Sync from RL --> Nevo
#Games: 2754 #Frames: 1022002  Train_Max: 1075.88  Test_Score: 1046.72  Avg: 993.63  ENV:  Walker2d-v2  DDPG Reward: 704.85  PG Loss: -288.9199

Sync from RL --> Nevo
#Games: 2805 #Frames: 1056750  Train_Max: 999.05  Test_Score: 1066.62  Avg: 1001.12  ENV:  Walker2d-v2  DDPG Reward: 189.01  PG Loss: -285.2469

Progress Saved
Sync from RL --> Nevo
#Games: 2856 #Frames: 1089469  Train_Max: 1036.52  Test_Score: 1081.67  Avg: 1009.49  ENV:  Walker2d-v2  DDPG Reward: 169.01  PG Loss: -282.6337

Sync from RL --> Nevo
#Games: 2907 #Frames: 1130134  Train_Max: 1078.06  Test_Score: 1004.42  Avg: 1018.41  ENV:  Walker2d-v2  DDPG Reward: 919.11  PG Loss: -292.1865

Sync from RL --> Nevo
#Games: 2958 #Frames: 1165824  Train_Max: 1061.99  Test_Score: 1067.03  Avg: 1022.11  ENV:  Walker2d-v2  DDPG Reward: 120.79  PG Loss: -305.6889

Sync from RL --> Nevo
#Games: 3009 #Frames: 1202240  Train_Max: 1045.48  Test_Score: 985.12  Avg: 1041.93  ENV:  Walker2d-v2  DDPG Reward: 603.76  PG Loss: -297.5962

Progress Saved
Sync from RL --> Nevo
#Games: 3060 #Frames: 1239202  Train_Max: 1053.79  Test_Score: 1026.13  Avg: 1042.72  ENV:  Walker2d-v2  DDPG Reward: 64.35  PG Loss: -313.2121

Sync from RL --> Nevo
#Games: 3111 #Frames: 1268527  Train_Max: 1038.07  Test_Score: 1010.42  Avg: 1040.60  ENV:  Walker2d-v2  DDPG Reward: 160.86  PG Loss: -318.3082

Sync from RL --> Nevo
#Games: 3162 #Frames: 1301627  Train_Max: 1047.15  Test_Score: 1012.89  Avg: 1033.57  ENV:  Walker2d-v2  DDPG Reward: 414.15  PG Loss: -312.0368

Sync from RL --> Nevo
#Games: 3213 #Frames: 1335692  Train_Max: 1031.68  Test_Score: 1019.06  Avg: 1030.92  ENV:  Walker2d-v2  DDPG Reward: 1028.74  PG Loss: -298.3903

Progress Saved
Sync from RL --> Nevo
#Games: 3264 #Frames: 1375573  Train_Max: 986.18  Test_Score: 917.94  Avg: 1032.01  ENV:  Walker2d-v2  DDPG Reward: 18.92  PG Loss: -293.2875

Sync from RL --> Nevo
#Games: 3315 #Frames: 1406301  Train_Max: 1042.05  Test_Score: 1036.23  Avg: 1019.13  ENV:  Walker2d-v2  DDPG Reward: 406.07  PG Loss: -293.9557

Sync from RL --> Nevo
#Games: 3366 #Frames: 1438591  Train_Max: 1040.08  Test_Score: 1049.57  Avg: 1016.09  ENV:  Walker2d-v2  DDPG Reward: 133.83  PG Loss: -285.7189

Sync from RL --> Nevo
#Games: 3417 #Frames: 1469151  Train_Max: 1059.66  Test_Score: 1053.85  Avg: 1012.88  ENV:  Walker2d-v2  DDPG Reward: 129.74  PG Loss: -292.4749

Progress Saved
Sync from RL --> Nevo
#Games: 3468 #Frames: 1493761  Train_Max: 1061.45  Test_Score: 1059.67  Avg: 1017.82  ENV:  Walker2d-v2  DDPG Reward: 361.38  PG Loss: -305.3478

Sync from RL --> Nevo
#Games: 3519 #Frames: 1523144  Train_Max: 1058.50  Test_Score: 1053.41  Avg: 1017.09  ENV:  Walker2d-v2  DDPG Reward: 94.39  PG Loss: -313.7825

Sync from RL --> Nevo
#Games: 3570 #Frames: 1544741  Train_Max: 1056.44  Test_Score: 1055.18  Avg: 1023.92  ENV:  Walker2d-v2  DDPG Reward: 297.75  PG Loss: -318.5992

Sync from RL --> Nevo
#Games: 3621 #Frames: 1569176  Train_Max: 1058.61  Test_Score: 1050.36  Avg: 1026.82  ENV:  Walker2d-v2  DDPG Reward: 175.66  PG Loss: -323.1363

Progress Saved
Sync from RL --> Nevo
#Games: 3672 #Frames: 1594330  Train_Max: 1055.61  Test_Score: 1059.70  Avg: 1030.82  ENV:  Walker2d-v2  DDPG Reward: 175.89  PG Loss: -326.5893

Sync from RL --> Nevo
#Games: 3723 #Frames: 1617657  Train_Max: 1079.75  Test_Score: 674.75  Avg: 1035.50  ENV:  Walker2d-v2  DDPG Reward: 88.93  PG Loss: -324.5174

Sync from RL --> Nevo
#Games: 3774 #Frames: 1636302  Train_Max: 953.07  Test_Score: 668.98  Avg: 1001.06  ENV:  Walker2d-v2  DDPG Reward: 3.41  PG Loss: -325.6306

Sync from RL --> Nevo
#Games: 3825 #Frames: 1664117  Train_Max: 1076.31  Test_Score: 898.15  Avg: 976.17  ENV:  Walker2d-v2  DDPG Reward: 89.32  PG Loss: -337.0345

Progress Saved
Sync from RL --> Nevo
#Games: 3876 #Frames: 1696061  Train_Max: 1088.26  Test_Score: 1069.64  Avg: 962.36  ENV:  Walker2d-v2  DDPG Reward: 293.88  PG Loss: -331.1249

Sync from RL --> Nevo
#Games: 3927 #Frames: 1729161  Train_Max: 1089.05  Test_Score: 678.32  Avg: 964.37  ENV:  Walker2d-v2  DDPG Reward: 144.23  PG Loss: -328.3124

Sync from RL --> Nevo
#Games: 3978 #Frames: 1762691  Train_Max: 1085.34  Test_Score: 1082.96  Avg: 926.82  ENV:  Walker2d-v2  DDPG Reward: 2.36  PG Loss: -330.5704

Sync from RL --> Nevo
#Games: 4029 #Frames: 1773978  Train_Max: 1086.37  Test_Score: 1090.09  Avg: 929.14  ENV:  Walker2d-v2  DDPG Reward: 189.74  PG Loss: -337.6115

Progress Saved
Sync from RL --> Nevo
#Games: 4080 #Frames: 1792530  Train_Max: 1081.04  Test_Score: 1081.76  Avg: 932.81  ENV:  Walker2d-v2  DDPG Reward: 148.83  PG Loss: -332.2253

Sync from RL --> Nevo
#Games: 4131 #Frames: 1820449  Train_Max: 1086.99  Test_Score: 1085.15  Avg: 935.47  ENV:  Walker2d-v2  DDPG Reward: -14.47  PG Loss: -324.7638

Sync from RL --> Nevo
#Games: 4182 #Frames: 1847684  Train_Max: 1084.00  Test_Score: 1076.62  Avg: 938.95  ENV:  Walker2d-v2  DDPG Reward: 578.74  PG Loss: -320.3075

Sync from RL --> Nevo
#Games: 4233 #Frames: 1874480  Train_Max: 1088.12  Test_Score: 1090.32  Avg: 940.64  ENV:  Walker2d-v2  DDPG Reward: 328.84  PG Loss: -315.3377

Progress Saved
Sync from RL --> Nevo
#Games: 4284 #Frames: 1904532  Train_Max: 1085.60  Test_Score: 1081.08  Avg: 982.20  ENV:  Walker2d-v2  DDPG Reward: 168.24  PG Loss: -305.7404

Sync from RL --> Nevo
#Games: 4335 #Frames: 1933648  Train_Max: 1114.45  Test_Score: 926.03  Avg: 1023.41  ENV:  Walker2d-v2  DDPG Reward: 60.26  PG Loss: -295.5139

Sync from RL --> Nevo
#Games: 4386 #Frames: 1966649  Train_Max: 1093.39  Test_Score: 1088.54  Avg: 1026.20  ENV:  Walker2d-v2  DDPG Reward: 153.44  PG Loss: -293.9874

Sync from RL --> Nevo
#Games: 4437 #Frames: 1995409  Train_Max: 1105.31  Test_Score: 1114.73  Avg: 1028.09  ENV:  Walker2d-v2  DDPG Reward: 1104.59  PG Loss: -296.1415

Progress Saved
Sync from RL --> Nevo
#Games: 4488 #Frames: 2033213  Train_Max: 1200.27  Test_Score: 1198.91  Avg: 1071.73  ENV:  Walker2d-v2  DDPG Reward: 41.36  PG Loss: -295.1956

Sync from RL --> Nevo
#Games: 4539 #Frames: 2061876  Train_Max: 1453.39  Test_Score: 936.51  Avg: 1083.32  ENV:  Walker2d-v2  DDPG Reward: 995.75  PG Loss: -292.5443

Sync from RL --> Nevo
#Games: 4590 #Frames: 2092932  Train_Max: 1409.47  Test_Score: 1653.94  Avg: 1067.96  ENV:  Walker2d-v2  DDPG Reward: 449.88  PG Loss: -297.7046

Sync from RL --> Nevo
#Games: 4641 #Frames: 2125004  Train_Max: 1536.88  Test_Score: 1506.94  Avg: 1125.18  ENV:  Walker2d-v2  DDPG Reward: 130.94  PG Loss: -296.8511

Progress Saved
Sync from RL --> Nevo
#Games: 4692 #Frames: 2159419  Train_Max: 1655.80  Test_Score: 1720.12  Avg: 1167.36  ENV:  Walker2d-v2  DDPG Reward: 260.90  PG Loss: -297.6563

Sync from RL --> Nevo
#Games: 4743 #Frames: 2195033  Train_Max: 1481.53  Test_Score: 1737.66  Avg: 1231.71  ENV:  Walker2d-v2  DDPG Reward: 112.03  PG Loss: -298.9857

Sync from RL --> Nevo
#Games: 4794 #Frames: 2224780  Train_Max: 1389.63  Test_Score: 1077.84  Avg: 1296.45  ENV:  Walker2d-v2  DDPG Reward: 64.46  PG Loss: -307.4025

Sync from RL --> Nevo
#Games: 4845 #Frames: 2256049  Train_Max: 1690.11  Test_Score: 1387.43  Avg: 1296.12  ENV:  Walker2d-v2  DDPG Reward: 133.37  PG Loss: -315.5210

Progress Saved
Sync from RL --> Nevo
#Games: 4896 #Frames: 2286812  Train_Max: 1735.22  Test_Score: 1735.68  Avg: 1342.26  ENV:  Walker2d-v2  DDPG Reward: 910.92  PG Loss: -315.0358

Sync from RL --> Nevo
#Games: 4947 #Frames: 2323019  Train_Max: 1669.48  Test_Score: 1325.69  Avg: 1406.98  ENV:  Walker2d-v2  DDPG Reward: 245.38  PG Loss: -315.8510

Sync from RL --> Nevo
#Games: 4998 #Frames: 2354365  Train_Max: 1727.31  Test_Score: 1666.25  Avg: 1428.07  ENV:  Walker2d-v2  DDPG Reward: 596.93  PG Loss: -314.1311

Sync from RL --> Nevo
#Games: 5049 #Frames: 2384218  Train_Max: 1667.74  Test_Score: 1302.32  Avg: 1474.81  ENV:  Walker2d-v2  DDPG Reward: 462.14  PG Loss: -315.4761

Progress Saved
Sync from RL --> Nevo
#Games: 5100 #Frames: 2418206  Train_Max: 1677.24  Test_Score: 1353.16  Avg: 1511.39  ENV:  Walker2d-v2  DDPG Reward: 243.14  PG Loss: -318.0207

Sync from RL --> Nevo
#Games: 5151 #Frames: 2455415  Train_Max: 1726.72  Test_Score: 1725.01  Avg: 1481.31  ENV:  Walker2d-v2  DDPG Reward: 69.58  PG Loss: -325.9030

Sync from RL --> Nevo
#Games: 5202 #Frames: 2497068  Train_Max: 1772.97  Test_Score: 1619.84  Avg: 1503.12  ENV:  Walker2d-v2  DDPG Reward: 241.17  PG Loss: -339.8274

Progress Saved
Sync from RL --> Nevo
#Games: 5253 #Frames: 2535681  Train_Max: 1722.00  Test_Score: 1711.62  Avg: 1493.09  ENV:  Walker2d-v2  DDPG Reward: 1028.54  PG Loss: -360.0166

Sync from RL --> Nevo
#Games: 5304 #Frames: 2579569  Train_Max: 1788.66  Test_Score: 1450.38  Avg: 1490.48  ENV:  Walker2d-v2  DDPG Reward: 428.44  PG Loss: -368.9794
